caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
a cat resting on an open  laptop keyboard.,cat,laptop,keyboard,000000203778.jpg,2,7,8,478733
A stuffed bear sitting in a chair with napkins and cup. ,chair,bear,cup,000000570205.jpg,7,3,12,635591
A photo of a laptop on a bed with a TV in the background.,bed,tv,laptop,000000064834.jpg,8,11,5,169499
A picture of a sandwich on a plate on a tray with a drink and a covered side item on a table facing a window.,sandwich,window,plate,000000161605.jpg,5,25,8,433706
A plate with with two pieces of pizza bread and a bowl of soup on the side.,bowl,pizza,plate,000000106104.jpg,12,8,2,708798
A bowl of soup with a white spoon in it next to a plate filled with food.,spoon,bowl,plate,000000351319.jpg,8,2,14,539422
A laptop and mouse sitting on a desk.,mouse,desk,laptop,000000122982.jpg,4,8,2,303571
A rear view mirror hanging from the side of a car door.,door,mirror,car,000000349875.jpg,12,4,11,232566
A bird is looking through a car window,bird,window,car,000000551517.jpg,2,8,7,765881
"The bowl of broccoli, meat, and rice has a fork in it. ",fork,bowl,broccoli,000000287369.jpg,12,2,4,752744
a laptop on a desk with a tv near by,tv,desk,laptop,000000294437.jpg,8,5,2,781661
A orange cat laying on a bed in a room.,orange,bed,cat,000000492352.jpg,2,7,3,274198
"Multiple layer cake on plate, half eaten with a fork.",fork,cake,plate,000000581036.jpg,11,3,5,243828
"There appears to be nothing else in this room except a desk, laptop, and chair. ",chair,desk,laptop,000000470112.jpg,17,12,14,603166
a dog lays on a bed next o a book ,bed,dog,book,000000386778.jpg,6,2,10,566327
A white toilet sitting next to a  bathroom sink under a mirror.,mirror,toilet,sink,000000085610.jpg,12,3,9,520405
An orange cat is lying under a car with one paw extended.,orange,cat,car,000000230224.jpg,2,3,8,172282
"The sandwich, other food, and fork sit on the plate.",fork,sandwich,plate,000000103161.jpg,8,2,12,519775
A MacIntosh computer with a keyboard and mouse sitting on a desk.,mouse,desk,keyboard,000000428148.jpg,10,14,8,659241
A dog laying on top of a bed next to a window.,bed,dog,window,000000404602.jpg,8,2,12,121894
A young person is sitting in a chair with vest and a tie.,tie,chair,person,000000200572.jpg,13,8,3,528777
"A person lying down in a bed by a chair, lamp and wall paintings.",chair,bed,person,000000172371.jpg,10,7,2,387754
a close up of a vase in front of a clock on a desk,vase,clock,desk,000000290457.jpg,6,11,14,661460
A cat is sitting on a desk in between a keyboard and a monitor. ,cat,desk,keyboard,000000116677.jpg,2,7,11,513868
a man and two women wearing glasses sitting with their dog on a pink couch in front of a window,couch,dog,window,000000097902.jpg,15,11,20,282838
A black dog is sitting on the bed of a boat,bed,boat,dog,000000379733.jpg,8,11,3,751021
"A desk with a laptop, monitor, mouse and papers on it. ",mouse,desk,laptop,000000093402.jpg,9,2,5,690373
"A apple, banana, juice and a cup of coffee on a wicker basket.",cup,apple,banana,000000396608.jpg,9,2,4,189424
A dog on standing on a surfboard in the back of a truck.,surfboard,truck,dog,000000495048.jpg,7,14,2,189488
A big orange cat sitting near a keyboard.,orange,cat,keyboard,000000233169.jpg,3,4,8,339239
A man laying in bed with a book and a cat.,bed,cat,book,000000192824.jpg,5,11,8,670413
a hand with a white glove and some pizza in a toaster oven,oven,pizza,toaster,000000475006.jpg,13,9,12,596751
A large dump truck with a person standing in the bed of it.,bed,person,truck,000000529787.jpg,11,7,4,60967
A small camera next to an apple keyboard and mouse.,apple,mouse,keyboard,000000017154.jpg,7,10,8,34242
a brown dog laying in his bed with his banana toy,bed,dog,banana,000000114891.jpg,7,3,10,343599
"A bed with a laptop computer, a dog and some clothes on it.",bed,laptop,dog,000000171435.jpg,2,5,10,697854
a black and white dog and an open refrigerator door,door,dog,refrigerator,000000418110.jpg,10,5,9,774137
The refrigerator next to the microwave has many stickers on the door.,door,refrigerator,microwave,000000311895.jpg,12,2,6,578783
A person in a striped shirt holding a sandwich over a plate.,person,sandwich,plate,000000200775.jpg,2,9,12,322306
A person with a keyboard on their lap watching tv,person,tv,keyboard,000000152261.jpg,2,10,5,396733
"A desk with a laptop, a pen or stylus and a mouse.",mouse,desk,laptop,000000205560.jpg,14,2,5,562430
A bed that is sitting unmade and an open laptop on a desk,bed,desk,laptop,000000392564.jpg,2,14,11,117893
A red bench and a person in a train station.,person,train,bench,000000565485.jpg,6,9,3,462007
A cat standing on top of a car trunk next to a parked motorcycle.,motorcycle,cat,car,000000190326.jpg,14,2,8,223597
A cat laying down in a suitcase on top of a bed. ,bed,cat,suitcase,000000229139.jpg,12,2,7,439800
a piece of cake sitting on a plate with a fork and nothing else,fork,cake,plate,000000424572.jpg,11,4,8,805827
"A desktop computer monitor, printer, and keyboard with a mouse on top of a desk.",mouse,desk,keyboard,000000161812.jpg,13,18,10,347479
a black and orange cat is resting on a keyboard and yellow back scratcher,orange,cat,keyboard,000000444025.jpg,4,5,10,425031
A white Apple mouse next to a white keyboard.,apple,mouse,keyboard,000000416322.jpg,3,4,9,827310
A cat sitting next to a person typing on a computer keyboard.,cat,person,keyboard,000000529649.jpg,2,7,13,705133
"A bathroom with a sink, toilet, shower, bathtub, and mirror.",mirror,toilet,sink,000000155993.jpg,14,7,5,280116
A cat with his paw on a person's shoe.,shoe,cat,person,000000090010.jpg,10,2,8,341247
"some pecans in a bowl next to an apple, orange and some yogurt",orange,apple,bowl,000000444515.jpg,12,10,6,506391
a well baked cake with cream on it on a plate and a fork,fork,cake,plate,000000546695.jpg,14,4,11,547531
A person giving a dog a drink of water from a water bottle.,bottle,person,dog,000000105546.jpg,13,2,5,249715
A plate of cheese pizza and a half empty bottle of Newcastle Brown Ale behind it,bottle,pizza,plate,000000444397.jpg,10,5,2,61572
a microwave next to a toaster oven on a table,oven,toaster,microwave,000000524471.jpg,7,6,2,88173
A cat resting between a person's chest and a keyboard,cat,person,keyboard,000000090331.jpg,2,6,11,253400
The sun shines through a window onto a person in bed.,bed,person,window,000000532799.jpg,11,9,6,5623
A person is sitting next to a keyboard with a bird on their hand.,person,keyboard,bird,000000287741.jpg,2,8,11,645720
An orange truck with a stripe on it and a surfboard.,orange,surfboard,truck,000000313957.jpg,2,11,3,678807
"A kitchen play set includes a sink, refrigerator, stove, and oven.",oven,refrigerator,sink,000000270388.jpg,14,9,7,564353
A cat laying on a desk next to a laptop.,cat,desk,laptop,000000460482.jpg,2,6,10,250148
A bedroom containing a couch next to a window with blue curtains and a bed cover in white sheets. ,couch,bed,window,000000393760.jpg,5,15,9,362297
A person in a car eating a hot dog.,person,dog,car,000000045259.jpg,2,9,5,245173
a person looking at an airplane through a window ,person,airplane,window,000000414917.jpg,2,6,9,268493
A cat sitting under a TV watching a dog on screen.,cat,tv,dog,000000232969.jpg,2,6,9,196388
"Two views of a desk with a computer, keyboard, mouse, headphones and a printer on it.",mouse,desk,keyboard,000000178436.jpg,13,5,11,340368
a metal plate with a sandwich on it and a metal bowl filled with soup.,bowl,sandwich,plate,000000034854.jpg,12,6,3,249112
a person holding a bowl of vegetables with broccoli,person,bowl,broccoli,000000460675.jpg,2,5,9,35713
A very cute black cat laying on a bed with a suitcase.,bed,cat,suitcase,000000070411.jpg,9,5,12,420714
"A bedroom with a bed, sink and a window.",bed,sink,window,000000410054.jpg,5,7,10,245243
A cat is sleeping with a remote control on a couch.,couch,cat,remote,000000031345.jpg,11,2,7,703448
A slice of cake on a plate with a fork and couple of slices of fruit.,fork,cake,plate,000000225599.jpg,10,4,7,565944
a cat is sitting on a table looking at a dog thats on tv,cat,tv,dog,000000232969.jpg,2,14,11,193598
Computer mouse and a keyboard sitting on top of a desk. ,mouse,desk,keyboard,000000281280.jpg,3,12,6,436747
A person walking a dog while riding a bicycle.,person,bicycle,dog,000000210060.jpg,2,9,5,56418
A motorcycle with a side car for another person.,motorcycle,person,car,000000171272.jpg,2,9,6,70824
a person standing near a horse and a dog ,horse,person,dog,000000371427.jpg,6,2,9,121798
A small orange cat laying on top of a black chair.,orange,chair,cat,000000557781.jpg,3,11,4,262405
a bowl some broccoli a tomato and a carrot and a few other vegetables,carrot,bowl,broccoli,000000435833.jpg,9,2,4,194910
A dog is in a car and looking out the window. ,dog,window,car,000000119805.jpg,2,11,6,448628
A cat lazily lying on a laptop on a desk.,cat,desk,laptop,000000281351.jpg,2,11,8,526553
"A person in a den by a desk, chairs, couch and a television.",couch,person,desk,000000491191.jpg,12,2,8,515609
A cat sitting in a window sill next to an apple sculpture.,cat,apple,window,000000194120.jpg,2,11,6,28729
A small decorative plate with a piece of cake and a fork.,fork,cake,plate,000000481889.jpg,12,9,4,415874
A cat laying on a couch next to a chair.,couch,chair,cat,000000295558.jpg,6,10,2,828940
A bathroom with a bowl shaped sink and mirror. ,mirror,bowl,sink,000000366136.jpg,9,5,7,259721
An orange tabby cat rests on the ground in front of a white wooden door.,orange,door,cat,000000352196.jpg,2,15,4,140589
a cat sitting with a person on a couch.,couch,cat,person,000000233863.jpg,9,2,6,64254
A plate of food on a place mat on a wooden table with a fork and spoon.,spoon,fork,plate,000000154414.jpg,17,15,2,804182
A black cat on a desk near a closed laptop computer.,cat,desk,laptop,000000491250.jpg,3,6,10,248288
a woman sitting at a desk with a laptop and a dog in the fore ground,desk,laptop,dog,000000034752.jpg,6,9,12,764826
"A plate with meat, broccoli and a fork on top of a table",fork,broccoli,plate,000000027769.jpg,9,6,2,541311
A furry white dog eyes a pizza crust on a plate. ,pizza,dog,plate,000000520361.jpg,7,4,11,584651
A kitchen area that has a laptop computer on a counter area and a door next to a small window.,door,laptop,window,000000037727.jpg,16,7,21,772416
a person in a book store wearing a star trek tie ,tie,person,book,000000450107.jpg,11,2,5,544540
a young person laying on a couch with s nintendo wii remote,couch,person,remote,000000262116.jpg,7,3,12,122402
A half of a banana and a sandwich on a plate.,sandwich,banana,plate,000000016494.jpg,8,5,11,25635
A person using a mouse on a laptop.,person,mouse,laptop,000000030062.jpg,2,5,8,73227
"A bathroom has a toilet, sink, mirror, and pictures.",mirror,toilet,sink,000000262897.jpg,9,5,7,736649
"A view of a bathroom toilet, tub, and sink with a mirror cut out.",mirror,toilet,sink,000000478336.jpg,14,6,11,257661
"A bathroom with a bathtub, sink, mirror, and window.",mirror,sink,window,000000256713.jpg,9,7,12,385549
A window in front of a restroom with a toilet and a sink above a trash can.,toilet,sink,window,000000450904.jpg,10,13,2,33456
A person with a hat and a tie on a street.,tie,person,hat,000000418535.jpg,8,2,5,529520
A person wearing jeans pointing a remote at the tv,person,tv,remote,000000204802.jpg,2,10,7,643055
Orange truck with a surfboard on it driving on the beach. ,orange,surfboard,truck,000000007201.jpg,1,5,2,168319
"An empty living room with a couch, chair lamps and TV.",couch,chair,tv,000000136445.jpg,7,9,12,276869
A half eating slice of cake and a fork on a plate.,fork,cake,plate,000000465838.jpg,9,6,12,304001
The cat has it's paw on the keyboard as a person is typing. ,cat,person,keyboard,000000344154.jpg,2,12,9,794819
"A slice of pizza on a white plate, with a fork. ",fork,pizza,plate,000000283956.jpg,12,4,8,32182
two white apple computer mouse on a desk,apple,mouse,desk,000000057892.jpg,3,6,9,589445
"Corner of a room with a window, sink and mirror.",mirror,sink,window,000000036726.jpg,11,9,7,113693
A cup of coffee sits next to a keyboard and mouse.,cup,mouse,keyboard,000000576369.jpg,2,11,9,345099
A bathroom with toilet and bowl for sink.,bowl,toilet,sink,000000279939.jpg,6,4,8,9159
A person riding a skateboard while walking a dog.,person,dog,skateboard,000000306440.jpg,2,9,5,435216
"A cup of coffee, bowl of yogurt, and sandwich. ",cup,bowl,sandwich,000000520657.jpg,2,6,11,623298
A laptop with a keyboard sitting on a desk.,desk,laptop,keyboard,000000249111.jpg,9,2,5,145342
"Bathroom with toilet, sink, shower and mirror and  a black and white checkered floor.",mirror,toilet,sink,000000490596.jpg,9,3,5,312296
A book sits open on the office desk next to a laptop.,desk,laptop,book,000000253970.jpg,8,12,2,397950
A man has a dog in the side car of a motorcycle.,motorcycle,dog,car,000000225160.jpg,12,5,9,296701
A Polaroid picture of a side car mirror of a dog with his head out thew indow,mirror,dog,car,000000112122.jpg,8,11,7,281966
"The bathroom has a sink, mirror, toilet, and tile floor.",mirror,toilet,sink,000000195583.jpg,7,9,5,61425
The reflection of a dog in the side view mirror of a car.,mirror,dog,car,000000392964.jpg,10,5,13,767841
"As others watch, a woman, next to a table with a cake, holds a knife and a bottle.",bottle,cake,knife,000000569363.jpg,21,14,18,345320
"A room with couch, chair, tv, coffee table, bookshelf and a fireplace.  ",couch,chair,tv,000000466573.jpg,4,6,8,252068
A dog riding on a motorcycle with a person,motorcycle,person,dog,000000195449.jpg,6,9,2,487455
There is a coffee cup and water bottle on a desk,bottle,cup,desk,000000523526.jpg,8,5,11,119426
An orange tabby cat sitting on a bright blue bench.,orange,cat,bench,000000350592.jpg,2,4,10,768304
"A small powder room with a sink and vanity, toilet, mirror, and an empty towel bar.",mirror,toilet,sink,000000472704.jpg,13,11,7,693907
This is a cute dog sticking his head out of the window of a red car.,dog,window,car,000000098760.jpg,5,12,16,824061
a young person sitting on the floor with a book near a dog,person,dog,book,000000426773.jpg,3,13,10,231806
"Man, cat, and dog on couch inside at corner of room with windows.",couch,cat,dog,000000481212.jpg,8,3,6,232049
The fork is in a bowl of layered cake.,fork,cake,bowl,000000402712.jpg,2,9,6,507207
The teddy bear and book is left on the bed in the room.,bed,bear,book,000000409455.jpg,10,3,5,661780
"A sink, mirror, toilet, and other items in a bathroom with the light on ",mirror,toilet,sink,000000050636.jpg,4,6,2,823690
a bath room with a toilet a mirror and a sink,mirror,toilet,sink,000000083738.jpg,8,6,11,315213
"A desk is cluttered with laptop, water bottle, books and papers. ",bottle,desk,laptop,000000030836.jpg,10,2,7,744336
Some orange chicken and broccoli are in a bowl.,orange,bowl,broccoli,000000299712.jpg,2,9,5,525369
A clock hangs outside a window of a building near a bench.,bench,clock,window,000000528800.jpg,12,2,6,257299
A toilet sitting below a window next to a sink.,toilet,sink,window,000000300277.jpg,2,10,6,600357
A teddy bear is placed in a chair with a book.,chair,bear,book,000000297091.jpg,8,3,11,463755
"Woman using laptop on cluttered school desk, with a netbook.",desk,laptop,book,000000339938.jpg,8,3,13,817166
"An break-room with a sink, hot plate and microwave. ",sink,plate,microwave,000000200206.jpg,7,10,12,164501
A cat and a bird are in front of a door that has garbage by it.,door,cat,bird,000000467386.jpg,11,2,5,749190
A dog looking out of a second story window next to a mirror.,mirror,dog,window,000000389410.jpg,13,2,9,151874
"A bed with a lamp, a cat, and a chair next to it.",chair,bed,cat,000000171374.jpg,12,2,8,414807
"A very modern bathroom with a bowl sink, toilet and tub.",bowl,toilet,sink,000000287829.jpg,7,10,8,511169
A person holds their hat and rides a horse.,horse,person,hat,000000170162.jpg,9,2,5,769400
A bird perched on the back of an orange chair.,orange,chair,bird,000000172751.jpg,9,10,2,593341
A person doing tricks on a  bench with a skateboard,person,bench,skateboard,000000075179.jpg,2,7,10,88997
"A bathroom has a door, sink, toilet, and bathtub in it.",door,toilet,sink,000000110601.jpg,5,9,7,740775
A person wearing a hoody sitting on a red couch on a laptop.,couch,person,laptop,000000327804.jpg,11,2,14,63774
An orange motorcycle is parked in a lot next to a car.,orange,motorcycle,car,000000265799.jpg,2,3,12,346348
An orange cat sitting in a bowl on a shelf,orange,cat,bowl,000000396042.jpg,2,3,7,300872
The brown and black cat is laying on a computer laptop keyboard.,cat,laptop,keyboard,000000298299.jpg,5,12,13,400150
A white dog and calico cat sleep side by side on a mouse pad.,cat,mouse,dog,000000357342.jpg,6,13,3,248181
a person holding a knife above a plate filled with food,person,knife,plate,000000500679.jpg,2,5,8,306641
Small bed with chair in rail car cabin.,chair,bed,car,000000246928.jpg,4,2,7,709350
"A bathroom with a mirror above the sink, a towel rack and toilet.",mirror,toilet,sink,000000055627.jpg,5,14,8,536640
A red dog with a white face looks at an orange tabby cat who is on top of a bar stool.,orange,cat,dog,000000177529.jpg,11,13,3,108031
A black and white cat is sitting on the edge of a computer desk where a laptop is on.,cat,desk,laptop,000000220922.jpg,5,15,18,592232
A dog in a sidecar which is attached to a motorcycle.,motorcycle,dog,car,000000084479.jpg,12,2,6,64443
a person on a bicycle wearing a hat in a parking lot ,person,bicycle,hat,000000562678.jpg,2,5,8,498731
a cat laying on a desk with its paw on the computer mouse,cat,mouse,desk,000000479528.jpg,2,14,6,140691
"A cement walled bathroom wit toilet, sink, shower and a window.",toilet,sink,window,000000041152.jpg,6,8,13,350577
"A kitchen with hanging lights, an island with sink and bar stools, a refrigerator, small pantry door, wooden cabinets and shiny wood floor.",door,refrigerator,sink,000000213288.jpg,21,17,10,520583
A person holding a surfboard while riding on a bus.,person,surfboard,bus,000000467723.jpg,2,5,11,105833
The dog was sitting on the couch near the laptop and remotes.,couch,laptop,dog,000000325936.jpg,7,10,2,828206
A cat asleep on a couch next to a dog under a cover.,couch,cat,dog,000000381605.jpg,6,2,10,806903
An orange and white cat sitting on a laptop.,orange,cat,laptop,000000109296.jpg,2,5,9,243906
a plate with compartments having food and vegetables and a fork and spoon sitting beside it,spoon,fork,plate,000000375645.jpg,14,12,2,632931
A person cutting a large cake with a knife.,person,cake,knife,000000476934.jpg,2,6,9,544080
A chocolate cake on a paper plate on a computer keyboard celebrates someone's popularity on Twitter.,cake,keyboard,plate,000000442554.jpg,3,12,7,541758
An orange cat lounging on a floor in front of a bench.,orange,cat,bench,000000448024.jpg,2,3,12,267650
"a sink, mirror, toilet paper roll and an electric socket, inside a bathroom",mirror,toilet,sink,000000307030.jpg,4,6,2,509742
A cat resting on the keyboard of a laptop.,cat,laptop,keyboard,000000320658.jpg,2,9,6,361945
A person that is holding an umbrella looking in a window.,person,umbrella,window,000000089207.jpg,2,7,11,371037
"A black cat stands on the edge of a bed, in a room with the TV on",bed,cat,tv,000000201039.jpg,10,3,17,410556
A cat on a desk with a laptop computer and another computer.,cat,desk,laptop,000000322321.jpg,2,5,8,251978
"A man sitting on a bench, unzipping a bag, with a chihuahua in a vest standing with front paws on the man's leg, by a parking lot and building with a woman walking and a person sitting in a chair under awning in the background.",chair,person,bench,000000434992.jpg,46,42,6,596764
The man in the orange hat seems to be torturing the stuffed bear in effigy.,orange,bear,hat,000000397959.jpg,5,14,6,301365
A teddy bear a toy cow sitting on a couch.,couch,bear,cow,000000518521.jpg,10,3,6,809112
a desk with a keyboard a monitor and mouse,mouse,desk,keyboard,000000391175.jpg,9,2,5,418730
A cat upside on the couch near a remote,couch,cat,remote,000000260978.jpg,6,2,9,172783
"A plate has ravioli, an orange, and a fork on it. ",orange,fork,plate,000000097883.jpg,7,11,2,663389
A laptop that is on a bed near a book.,bed,laptop,book,000000360013.jpg,7,2,10,780193
"Hotel room with a bed, couch  and desk",couch,bed,desk,000000059082.jpg,7,5,9,308084
A truck has a dog in the bed who is looking over the side.,bed,truck,dog,000000340734.jpg,8,2,5,575544
A dog is staring out the window of a car.,dog,window,car,000000467232.jpg,2,7,10,155796
a close up of a cat and a dog laying on a bed,bed,cat,dog,000000224367.jpg,13,6,9,311184
"A modest, hotel room with a couch, bed, desk, and mini fridge.",couch,bed,desk,000000380070.jpg,8,10,12,814804
an old laptop and a dog rest on a bed ,bed,laptop,dog,000000351914.jpg,10,3,6,310497
On a table is a newspaper and a plate with a sandwich and potato chips and a cup of coffee.,cup,sandwich,plate,000000187823.jpg,18,12,9,72255
"A desk with a laptop, rotary phone and clock.",clock,desk,laptop,000000322866.jpg,10,2,5,368465
A large plate cat sitting on a little laptop,cat,laptop,plate,000000538586.jpg,4,9,3,417977
A cat sitting on the edge of a toilet looking under a sink.,cat,toilet,sink,000000367515.jpg,2,9,13,387165
"Sink, mirror, and toilet in compact bathroom in a hotel.",mirror,toilet,sink,000000431197.jpg,3,6,1,816856
A cat sitting in a sink over a cup of something.,cat,cup,sink,000000089848.jpg,2,9,6,489598
a bath room with a toilet a sink and a mirror,mirror,toilet,sink,000000037126.jpg,11,6,8,418507
"A computer desk has a Mac, a laptop, a mouse, a mug of coffee, and a water glass on it.",mouse,desk,laptop,000000504896.jpg,13,4,10,103572
A dog laying on a bed with a large book.,bed,dog,book,000000392186.jpg,6,2,10,294708
"A tall glass of beer, a sandwich is on a plate with a fork and napkin sitting on a table.",fork,sandwich,plate,000000562456.jpg,15,8,12,500462
A person sleeping in bed with a laptop on the other side.,bed,person,laptop,000000057466.jpg,5,2,8,153102
a bathroom with a mirror sitting above a sink and toilet,mirror,toilet,sink,000000421316.jpg,5,11,9,720563
A person in a hat is in the dirt flying a kite.,person,hat,kite,000000047948.jpg,2,5,12,271151
"A desk area features a computer tower, a laptop, two monitors, a computer mouse and two desks.",mouse,desk,laptop,000000456658.jpg,19,2,11,191264
A person using a mouse on top of a wooden desk.,person,mouse,desk,000000354212.jpg,2,5,11,448099
A person rides a bicycle next to a large bus.,person,bicycle,bus,000000073339.jpg,2,5,10,68271
A pizza on a paper plate next to a cup of coffee.,cup,pizza,plate,000000293124.jpg,10,2,6,204261
a person sitting at a bench with a large bird,person,bench,bird,000000135683.jpg,2,6,10,417868
A person sitting on a couch with a cat laying on its back.,couch,cat,person,000000000443.jpg,6,9,2,68783
"A plate holds a kiwi, an apple, and a spoon.",spoon,apple,plate,000000491558.jpg,12,8,2,692764
A person holding a baby bottle feeding a small cat.,bottle,cat,person,000000052128.jpg,6,10,2,152314
"Bathroom area with a sink, mirror, toilet and shower.",mirror,toilet,sink,000000566193.jpg,7,9,5,374101
"A plate with food, a fork and a knife on it.",fork,knife,plate,000000371548.jpg,7,10,2,756965
A cat and dog laying next to each other on a couch.,couch,cat,dog,000000153811.jpg,12,2,4,54684
A person sitting on as bench with a backpack.,backpack,person,bench,000000263163.jpg,9,2,6,65690
"A bathroom with a mirror, sink and window.",mirror,sink,window,000000468417.jpg,5,7,9,618177
"A white bathroom shower, toilet, sink and mirror. ",mirror,toilet,sink,000000047409.jpg,10,6,8,211653
A piece of chocolate cake on a paper plate and a plastic fork on a counter,fork,cake,plate,000000323499.jpg,13,5,9,294686
A dog laying in a grey chair with a ottoman with three remote controls in front.,chair,remote,dog,000000132170.jpg,7,13,2,160450
A dog sitting in the bed of a truck. ,bed,truck,dog,000000365018.jpg,6,9,2,36619
A woman with a whole pizza in front of her holding a knife and fork in her hands. ,fork,pizza,knife,000000046524.jpg,15,6,13,446145
"A bathroom with a wall mounted toilet and sink, photographed from outside a window.",toilet,sink,window,000000450904.jpg,7,9,15,32859
A dog sitting on top of a bed under a window.,bed,dog,window,000000487741.jpg,8,2,11,557406
A person walks with a backpack being followed by a dog.,backpack,person,dog,000000064710.jpg,6,2,11,579531
A cat stratches itself on a laptop keyboard,cat,laptop,keyboard,000000148525.jpg,2,8,9,592014
A cat sitting on the arm of a couch with a teddy bear on a table next to it ,couch,bear,cat,000000205791.jpg,9,13,2,552059
A desk with a chair and a cabinet and a laptop and a light.,chair,desk,laptop,000000116556.jpg,5,2,11,280634
A dessert cake with a slice on a plate with blueberries and a fork ,fork,cake,plate,000000163594.jpg,14,3,9,621042
"The narrow room has a bed, a mirror, and a couch in it.",couch,bed,mirror,000000024802.jpg,13,6,9,630141
a tub toilet sink and medicine cabinet and door,door,toilet,sink,000000380162.jpg,9,3,4,606790
A person seated at a cluttered desk with a laptop and a glass of wine.,person,desk,laptop,000000200680.jpg,2,8,11,197770
a dog sitting up in a car window,dog,window,car,000000540449.jpg,2,8,7,360852
"A spoon, a bowl of soup and an orange.",orange,spoon,bowl,000000230296.jpg,10,2,5,608741
a silver refrigerator a stove a microwave and a sink,refrigerator,sink,microwave,000000434923.jpg,3,10,7,423821
a cat that is hanging out of a car window,cat,window,car,000000548240.jpg,2,10,9,651665
A view of a bed through a mirror over a desk.,bed,mirror,desk,000000344276.jpg,5,8,11,281162
a black and white cat leans into a toilet bowl in a bathroom.,cat,bowl,toilet,000000295831.jpg,5,10,9,261550
reflection in a car side mirror of a man taking a picture of a dog,mirror,dog,car,000000180765.jpg,6,15,4,659844
a cat kneeling in front of a stuffed bear and a kids book,bear,cat,book,000000137188.jpg,10,2,14,438057
There is a vase with branches and a book on a window sill.,vase,book,window,000000112228.jpg,4,9,12,250804
A person in front of a laptop with elbows on the desk.,person,desk,laptop,000000315742.jpg,2,13,7,214448
A person sitting on a park bench in the rain while holding an umbrella,person,umbrella,bench,000000319458.jpg,2,14,7,4398
"A bowl filled with mandarin orange slices, chicken, broccoli and cilantro.",orange,bowl,broccoli,000000192780.jpg,6,2,11,717716
a desk with a monitor keyboard and mouse ,mouse,desk,keyboard,000000011849.jpg,8,2,6,436383
A person stands in front of a door wearing a suit and tie.,tie,door,person,000000402113.jpg,13,8,2,61042
Vintage photos of a car and motorcycle are displayed with a gas station clock.,motorcycle,clock,car,000000309322.jpg,7,14,5,54192
A cat sitting in a bathtub made into a bed next to a bicycle,bed,cat,bicycle,000000193488.jpg,10,2,14,163936
A brown bear looking through a window of a green car. ,bear,window,car,000000357859.jpg,3,7,11,664054
A bird sitting perched on a car mirror,mirror,bird,car,000000147094.jpg,8,2,7,115237
"Room with couch, chair and flat screen TV on striped flooring",couch,chair,tv,000000211521.jpg,3,5,9,515969
a bathroom with a toilet a sink and a window,toilet,sink,window,000000093331.jpg,5,7,10,87917
three pieces of pizza sit on top of a blue flowered plate with a bottle of beer beside it,bottle,pizza,plate,000000045526.jpg,16,4,13,311553
a bath room with a sink a toilet and a mirror,mirror,toilet,sink,000000571168.jpg,11,8,6,418513
a cat on a couch near a window ,couch,cat,window,000000573181.jpg,5,2,8,436559
A boat leaned up on the bed of a rusty truck.,bed,boat,truck,000000365600.jpg,8,2,12,369314
"The door to a restroom is open, showing a sink and mirror.",door,mirror,sink,000000087929.jpg,2,13,11,612525
An empty chair is at a messy desk with a laptop and a monitor on it.,chair,desk,laptop,000000399164.jpg,3,8,11,528767
A person in a hat is eating a hot dog.,person,hat,dog,000000553413.jpg,2,5,10,400758
An orange and white cat sitting in a striped chair.,orange,chair,cat,000000467295.jpg,2,10,5,124064
"a person holding an orange tube with a green top wile sitting at desk in front of a computer

",orange,person,desk,000000210471.jpg,5,2,15,354040
A  dog holding a plate while sitting on a chair.,chair,dog,plate,000000088789.jpg,10,2,5,773806
A person sitting on a bench using a laptop computer.,person,bench,laptop,000000054723.jpg,2,6,9,69870
An orange and white cat sitting on a blue bench.,orange,cat,bench,000000350592.jpg,2,5,10,779644
A desk with a chair in front of it and a laptop on top.,chair,desk,laptop,000000012943.jpg,5,2,12,237933
"A kitchen with wooden cabinets, a computer desk, and a laptop in the window. ",desk,laptop,window,000000506582.jpg,10,14,17,558903
a bah room with a sink a mirror and a toilet,mirror,toilet,sink,000000105757.jpg,8,11,6,378261
An orange fluffy cat sitting by a window,orange,cat,window,000000565954.jpg,2,4,8,418389
"A fridge, couch, and chair in a room with a window.",couch,chair,window,000000307573.jpg,4,7,13,563798
When looking out a glass window you can see a parked motorcycle that looks like there is a white dog standing on it.,motorcycle,dog,window,000000159280.jpg,12,20,6,485670
Pizza on a plate next to a wine glass and a book.,pizza,book,plate,000000121647.jpg,1,12,4,358298
black Alienware keyboard sitting on a desk next to a mouse. ,mouse,desk,keyboard,000000126956.jpg,12,8,4,624328
"A fork, an apple, and orange and an onion sitting in a row.",orange,fork,apple,000000472246.jpg,8,2,5,259274
A person holding a paper plate over a pizza.,person,pizza,plate,000000345218.jpg,2,9,6,746882
"A computer monitor and keyboard, and a laptop on a desk ",desk,laptop,keyboard,000000097696.jpg,13,10,6,570321
"The view appears overcast and shows  a boat-filled marina and a sheet of lightly rippling water, and in the foreground, a man standing behind a dog and paddling  the two of them on a surfboard. ",boat,surfboard,dog,000000108599.jpg,8,40,31,792695
An orange cat laying on top of a couch.,couch,orange,cat,000000475634.jpg,9,2,3,548004
A computer desk with two monitors and a keyboard and mouse on it ,mouse,desk,keyboard,000000268793.jpg,12,4,10,551617
A person on a bed with a suitcase.,bed,person,suitcase,000000495055.jpg,5,2,8,451075
