caption,entity_1,entity_2,entity_3,image_name,index_1,index_2,index_3,id
A Gatorade bottle and orange juice carton are seen in a toilet.,orange,bottle,toilet,000000159013.jpg,5,3,12,552192
"A monitor, keyboard and laptop on a desk.",desk,laptop,keyboard,000000430889.jpg,9,6,4,552289
A fork sticking through a chunk of cake on top of a green plate.,fork,cake,plate,000000355291.jpg,2,8,14,552740
A piece of cake on a green plate with a portion on a fork.,fork,cake,plate,000000355291.jpg,14,4,8,552746
A fork impales a piece of cake from a plate. ,fork,cake,plate,000000355291.jpg,2,9,12,554141
A dog in a car looking out of a window. ,dog,window,car,000000568034.jpg,2,10,5,555789
A red dog with his head sticking out of a car window.,dog,window,car,000000568034.jpg,3,12,11,556977
A view looking outside a train window by a table with a flower vase.,train,vase,window,000000426038.jpg,6,14,7,557699
Little kid in high chair holding a spoon to eat the cake.,chair,spoon,cake,000000473373.jpg,5,8,12,558017
a person in the reflection of a motorcycle mirror,motorcycle,person,mirror,000000371021.jpg,8,2,9,561116
A baby in a highchair with a slice of cake and a spoon.,chair,spoon,cake,000000473373.jpg,6,14,11,561707
A dog standing next to the door and a cup ,door,cup,dog,000000448732.jpg,7,10,2,562966
A dog looking out a car window in a black and white photo.,dog,window,car,000000224128.jpg,2,7,6,565733
A motorcycle is parked in front of a door and window.,motorcycle,door,window,000000163011.jpg,2,9,11,568231
"A man and his son on a motorcycle look at the other son with a pug dog, who are sitting in the sidecar. ",motorcycle,dog,car,000000370917.jpg,8,17,25,569910
A small dog leaning out of a car window.,dog,window,car,000000224128.jpg,3,9,8,570401
A flat screen tv and a laptop on a desk ,tv,desk,laptop,000000426303.jpg,4,10,7,570451
a person walking down the side of a road with a backpack on and holding a suitcase,backpack,person,suitcase,000000404059.jpg,12,2,17,570705
Some people on a motorcycle with a side car with a kid and dog.,motorcycle,dog,car,000000370917.jpg,5,14,9,571194
"A person on a motorcycle marked ""ambulance"" drives beside a bus.",motorcycle,person,bus,000000087705.jpg,5,2,13,576503
A dog is standing on his hind legs looking out the window on a screen door.,door,dog,window,000000534074.jpg,16,2,12,576567
A cat sits on the edge of a toilet bowl.,cat,bowl,toilet,000000032405.jpg,2,10,9,579325
A dog in a rear view of a car mirror through a car window. ,mirror,dog,window,000000241288.jpg,10,2,14,582267
"A birthday cake with a woman, man, and dog near an airplane",cake,airplane,dog,000000113326.jpg,3,14,11,582650
A dog being reflected on a side view mirror on a car.,mirror,dog,car,000000241288.jpg,9,2,12,582903
"An untidy desk with television, laptop, mouse and assorted stuff.",mouse,desk,laptop,000000040988.jpg,10,4,8,583384
"The birthday cake features a happy couple next to a dog, a plane, a boat and a hotdog.",cake,boat,dog,000000113326.jpg,3,17,11,584984
a dog that is in a car looking in a mirror,mirror,dog,car,000000241288.jpg,11,2,7,586704
A chair sitting in front of a computer desk with a laptop on it.,chair,desk,laptop,000000073494.jpg,2,10,13,588819
"a workstation made of a wooden table and large flat screen monitor, laptop, mouse, and keyboard",mouse,laptop,keyboard,000000073494.jpg,17,15,20,591744
a towel shelf above a toilet a sink and a mirror looks like a motel,mirror,toilet,sink,000000066066.jpg,11,6,8,591975
a dog lays down on a bed with a remote control ,bed,remote,dog,000000327498.jpg,7,10,2,593221
a hand a keyboard a clock a monitor and a mouse,mouse,clock,keyboard,000000347055.jpg,11,6,4,593936
A large dog is laying on his back in a person's bed;,bed,person,dog,000000327498.jpg,13,11,3,595153
A toilet with a wooden seat and a sink and mirror.,mirror,toilet,sink,000000428244.jpg,11,2,9,595893
An orange tabby cat curled up in a bowl.,orange,cat,bowl,000000401705.jpg,2,4,9,600425
A microwave with a bowl inside and the door open ,door,bowl,microwave,000000288275.jpg,9,5,2,600805
Desk with open laptop on it that has mouse and headphones attached,mouse,desk,laptop,000000470112.jpg,9,1,4,600814
A person browses movies on their Apple TV.,person,apple,tv,000000292051.jpg,2,8,9,601936
A table holding a yellow plate with an orange cat laying on it.,orange,cat,plate,000000401705.jpg,9,10,6,602111
"A bathroom with a toilet, sink and mirror in it.",mirror,toilet,sink,000000564653.jpg,9,5,7,602888
"There appears to be nothing else in this room except a desk, laptop, and chair. ",chair,desk,laptop,000000470112.jpg,17,12,14,603166
An orange and white cat sitting on top of a musical keyboard.,orange,cat,keyboard,000000180672.jpg,2,5,12,604659
"A desk with a laptop, keyboard and a monitor.",desk,laptop,keyboard,000000262059.jpg,2,5,7,608565
A person with a hat containing two little banana clips.,person,hat,banana,000000439817.jpg,2,5,9,608708
a dog riding in a car looking out the window,dog,window,car,000000285647.jpg,2,10,6,609166
Laptop on a desk in front of window next to a computer monitor,desk,laptop,window,000000262059.jpg,4,1,8,613905
a wooden desk a keyboard a mouse and a phone and monitor,mouse,desk,keyboard,000000472639.jpg,7,3,5,614720
A cat caught drinking out of the toilet bowl,cat,bowl,toilet,000000279582.jpg,2,9,8,621672
A couch is made into a bed in a room with a desk.,couch,bed,desk,000000041575.jpg,2,7,13,622377
"A clean looking bathroom with toilet, sink and small door on the wall.",door,toilet,sink,000000246913.jpg,11,6,8,628470
The person carries an umbrella and walks a dog in the snow.,person,umbrella,dog,000000366313.jpg,2,5,9,630157
A cat reaching up at a bird on a TV screen,cat,tv,bird,000000188058.jpg,2,10,7,630520
a bathroom with a toilet bowl and oddly shaped sink,bowl,toilet,sink,000000519664.jpg,6,5,10,631035
"The bathroom has a toilet, sink, and mirror in it.",mirror,toilet,sink,000000001099.jpg,10,5,7,631254
Toy bear on a toy motorcycle on a table with a TV and room in background.,motorcycle,bear,tv,000000500537.jpg,6,2,12,631424
a toilet a sink a green wall and a curtain and window,toilet,sink,window,000000425520.jpg,2,4,12,632332
A black cat with it's head inside of a toilet bowl.,cat,bowl,toilet,000000190798.jpg,3,12,11,633500
"A bathroom with a shower, bathtub, sink, mirror and toilet. ",mirror,toilet,sink,000000491063.jpg,11,13,9,635164
The view from a car window shows a motorcycle parked against a tree.,motorcycle,window,car,000000357976.jpg,9,6,5,635544
"A pizza in a box in a drawer of a motel desk where a TV displays ""Inspired By A True Story"" ",tv,desk,pizza,000000092331.jpg,15,12,2,638944
A black cat sits next to a person at a computer desk.,cat,person,desk,000000127407.jpg,3,8,13,640220
A little toy car sits on the arm of a chair with a remote control,chair,remote,car,000000343881.jpg,11,14,4,641846
A bowl of cereal with a banana and a spoon. ,spoon,bowl,banana,000000511461.jpg,10,2,7,643047
"A dark wooden table with a wicker place mat, a banana, spoon and a white bowl filled with food. ",spoon,bowl,banana,000000511461.jpg,14,18,12,646695
A plate with a piece of cake and a spoon on it.,spoon,cake,plate,000000052231.jpg,10,7,2,648202
Two iMac computers are on a desk with a mouse and keyboard.,mouse,desk,keyboard,000000010476.jpg,11,8,13,649916
a person with a horse and a car in the background,horse,person,car,000000198434.jpg,5,2,8,657144
Spoon in cup of coffee on plate near cookie,spoon,cup,plate,000000177107.jpg,1,3,7,657812
A toilet has been fitted with a system to potty train a cat.,cat,train,toilet,000000345804.jpg,13,11,2,657896
reflection in a car side mirror of a man taking a picture of a dog,mirror,dog,car,000000180765.jpg,6,15,4,659844
a close up of a person laying in a bed with a dog ,bed,person,dog,000000420316.jpg,10,6,13,661411
a dog in the refrlection of a car mirror ,mirror,dog,car,000000180765.jpg,10,2,9,661578
The teddy bear and book is left on the bed in the room.,bed,bear,book,000000409455.jpg,10,3,5,661780
"A living room with wood floors, TV on, and a dog sitting on the couch.",couch,tv,dog,000000153368.jpg,17,8,13,665737
The dog is on the couch in the room with the large TV.,couch,tv,dog,000000153368.jpg,6,13,2,667915
A bathroom has a bowl sink and a toilet in it.,bowl,toilet,sink,000000059515.jpg,5,9,6,669622
a living room with a couch tv and a wooden floor with an open window,couch,tv,window,000000153368.jpg,6,7,15,671545
A teddy bear sitting on a toilet near a sink.,bear,toilet,sink,000000078782.jpg,3,7,10,671641
"Two computer monitors, a keyboard and mouse on a desk.",mouse,desk,keyboard,000000406242.jpg,9,12,7,673786
"There is a piece of chocolate cake on a plate with a cookie, a spoon, and grapes.",spoon,cake,plate,000000512547.jpg,16,7,10,675077
Two computer screens atop a desk with mouse and keyboard,mouse,desk,keyboard,000000406242.jpg,9,7,11,677143
An orange truck with a stripe on it and a surfboard.,orange,surfboard,truck,000000313957.jpg,2,11,3,678807
An orange truck with a surfboard on it.,orange,surfboard,truck,000000313957.jpg,2,6,3,680079
An open door leading to a free standing toilet bowl,door,bowl,toilet,000000159880.jpg,3,10,9,680432
A woman with a banana on her hat holds a plate of food.,hat,banana,plate,000000031922.jpg,8,5,11,684446
An apple sitting on a desk next to an orange.,orange,apple,desk,000000511644.jpg,10,2,6,685265
A cat with a look of longing staring out a door window.,door,cat,window,000000372122.jpg,11,2,12,685391
A banana and apple sitting next to a keyboard.,apple,keyboard,banana,000000511644.jpg,4,9,2,688901
a toilet a sink brown tiles and a mirror,mirror,toilet,sink,000000520485.jpg,9,2,4,692255
There are an apple and banana next to the keyboard.,apple,keyboard,banana,000000511644.jpg,4,10,6,693962
a chair a table a black couch a monitor and a window,couch,chair,window,000000285357.jpg,7,2,12,695369
a banana an apple a keyboard on a brown table,apple,keyboard,banana,000000511644.jpg,4,6,2,695822
"A cat is sitting on the floor in a room with a couch, desk, and computer in it.",couch,cat,desk,000000359656.jpg,13,2,15,697658
"A desk with a monitor, keyboard, mouse, papers and a mug on it. ",mouse,desk,keyboard,000000538210.jpg,9,2,7,704336
a cat sitting on top of a toilet bowl and looking in it ,cat,bowl,toilet,000000439486.jpg,2,9,8,712552
A dog wearing a helmet and goggles is sitting in the sidecar of a motorcycle.,motorcycle,dog,car,000000015558.jpg,16,2,13,724734
Dog wearing motorcycle riding gear sitting in sidecar.,motorcycle,dog,car,000000015558.jpg,3,1,9,726132
A dog wearing traveling gear in the sidecar of a motorcycle.,motorcycle,dog,car,000000015558.jpg,12,2,9,726144
a cat sitting on top of couch while looking at the rat on the tv,couch,cat,tv,000000182098.jpg,7,2,15,729455
a person sitting on a couch watching something on tv,couch,person,tv,000000278230.jpg,6,2,10,735664
"A bathroom has a toilet, sink, mirror, and pictures.",mirror,toilet,sink,000000262897.jpg,9,5,7,736649
A toddler is sitting on a pillow playing with a bowl and a TV remote.,tv,bowl,remote,000000424553.jpg,14,11,15,743177
A piece of cake sits on a plate next to a cup of coffee.,cup,cake,plate,000000121318.jpg,12,4,8,745221
Cat looking into a sink next to the toilet.,cat,toilet,sink,000000102670.jpg,1,9,5,751387
a nice vanity with a sink and mirror and a toilet,mirror,toilet,sink,000000164891.jpg,8,11,6,754946
Molted chocolate cake sitting on top of a white plate with a spoon. ,spoon,cake,plate,000000280494.jpg,14,4,11,755757
The back of a train car that has its door open.,door,train,car,000000322530.jpg,10,5,6,758719
A person laying on a bed watching TV that is in an amoire.,bed,person,tv,000000070487.jpg,6,2,8,759318
A dog with it's head inside a toilet bowl in the bathroom. ,bowl,toilet,dog,000000479134.jpg,10,9,2,763235
A bowl of fruit with an orange and an apple,orange,apple,bowl,000000253890.jpg,7,10,2,763286
An apple and an orange sitting in a white bowl. ,orange,apple,bowl,000000253890.jpg,5,2,10,764489
"Bananas, an apple, an orange and pears in a wooden bowl.",orange,apple,bowl,000000428502.jpg,7,4,13,764658
a woman sitting at a desk with a laptop and a dog in the fore ground,desk,laptop,dog,000000034752.jpg,6,9,12,764826
An apple and an orange sit in a bowl.,orange,apple,bowl,000000253890.jpg,5,2,9,765029
A dog has its head inside of a toilet bowl.,bowl,toilet,dog,000000479134.jpg,10,9,2,766616
"A waffle-textured green matting holds a glass jar with brown sauce and a decorative white plate with cut up banana chunks, lying in sauce, and covered in more,, as well as a spoon, also holding sauce,   ",spoon,banana,plate,000000306113.jpg,39,23,19,767082
An orange and an apple sitting in a white bowl.,orange,apple,bowl,000000253890.jpg,2,5,10,767138
An orange and an apple are sitting in a bowl.  ,orange,apple,bowl,000000253890.jpg,2,5,10,767333
dog drinking water from a toilet bowl in a bathroom,bowl,toilet,dog,000000479134.jpg,7,6,1,767756
"A bathroom with a white toilet and sink, and damaged walls and window.",toilet,sink,window,000000346890.jpg,6,8,14,769117
"A brown and black dog pants, next to a person on a motorcycle.",motorcycle,person,dog,000000502183.jpg,14,11,5,772208
A dog looks through the window of a door.,door,dog,window,000000539263.jpg,9,2,6,774609
A door that has a window with a dog behind it.,door,dog,window,000000539263.jpg,2,9,6,775146
a toaster oven sits next to a sink ,oven,toaster,sink,000000487225.jpg,3,2,8,776142
a toilet a mirror a shower and a brown door,door,mirror,toilet,000000499324.jpg,10,4,2,776245
a toilet a sink a mirror a towel and red walls,mirror,toilet,sink,000000101632.jpg,6,2,4,776539
A dog relaxes on a bed and looks out the window.,bed,dog,window,000000223317.jpg,7,2,12,777045
A blurry image of a dog on a bed near a person's leg,bed,person,dog,000000223317.jpg,9,12,6,778278
A kitchen sink with a bowl and soap next to a toaster.,bowl,toaster,sink,000000487225.jpg,6,12,3,778554
An old toilet bowl sitting outside a warehouse door,door,bowl,toilet,000000039789.jpg,9,4,3,779467
A large orange cat sitting on top of a book shelf.,orange,cat,book,000000537213.jpg,3,4,10,786318
A cat stands on a toilet to look out of the window.,cat,toilet,window,000000434036.jpg,2,6,12,786987
a orange motorcycle that has a fat person on it,orange,motorcycle,person,000000324228.jpg,2,3,8,788567
Cat standing on top of a toilet looking out the window.,cat,toilet,window,000000434036.jpg,1,7,11,790215
A black dog sitting in a car looks out the window.,dog,window,car,000000229603.jpg,3,11,7,790463
An orange cat trying to look underneath a closed door,orange,door,cat,000000157397.jpg,2,10,3,791102
"A room that has a desk, tv, and mirror in it.",mirror,tv,desk,000000048001.jpg,11,8,6,793583
A police man ridding a motorcycle leading a police car and more traffic down a street lined with orange traffic cones.,orange,motorcycle,car,000000346653.jpg,20,7,11,795284
"A donut, a spoon, and a cup of coffee sitting on a paper towel.",spoon,cup,donut,000000316482.jpg,5,9,2,795287
"A napkin with a cup, spoon, and knife arranged on it.",spoon,cup,knife,000000444546.jpg,7,5,10,795342
"A room is shown with a mirror, a chair, and a tv.",chair,mirror,tv,000000048001.jpg,10,7,14,795557
A small dog on a beanbag chair watching a TV.,chair,tv,dog,000000537291.jpg,8,11,3,797210
A bowl of cooked carrots and broccoli with a spoon.,spoon,bowl,broccoli,000000021718.jpg,10,2,7,799387
A bowl of carrots and broccoli is served with a spoon.,spoon,bowl,broccoli,000000021718.jpg,11,2,6,802627
"White Bathroom with toliet, sink, mirror and door.",door,mirror,sink,000000191228.jpg,11,9,7,803232
a black chair a laptop a keyboard a monitor and books,chair,laptop,keyboard,000000287953.jpg,3,5,7,805816
"Doorway view into a bathroom with a toilet, sink and mirror.",mirror,toilet,sink,000000191228.jpg,12,8,10,806742
The door of a train car indicating British Railways.,door,train,car,000000453545.jpg,2,5,6,809514
"An office with a monitor, laptop, keyboard and mouse.",mouse,laptop,keyboard,000000287953.jpg,11,7,9,810745
A person working on a computer at a desk with a cat peeking under the monitor ,cat,person,desk,000000434222.jpg,13,2,10,812681
"A door of a train, with a suitcase in front.",door,train,suitcase,000000453545.jpg,2,5,9,814344
a person siting on a bench with a dog near by ,person,bench,dog,000000519850.jpg,2,7,10,816700
A dog shown in the side view mirror of a car.,mirror,dog,car,000000338994.jpg,8,2,11,820680
Person taking a picture of a dog in side view mirror.,person,mirror,dog,000000451825.jpg,1,11,7,820871
a silver toaster a cup and a bowl of beans,cup,bowl,toaster,000000001810.jpg,5,8,3,823970
This is a cute dog sticking his head out of the window of a red car.,dog,window,car,000000098760.jpg,5,12,16,824061
"A desk with a laptop, two monitors, a phone and a chair.",chair,desk,laptop,000000160201.jpg,14,2,5,826876
"a cat standing on a chair, climbing onto a book shelf.",chair,cat,book,000000376132.jpg,6,2,11,827057
"A fluffy, black dog leaning out of a car window.",dog,window,car,000000292977.jpg,5,11,10,827897
A man drives a motorcycle with a dog in the sidecar.,motorcycle,dog,car,000000225160.jpg,5,8,12,827947
"A laptop, a desktop computer, and various papers cover a large desk space with an empty chair and two cats sitting in front.",chair,desk,laptop,000000146638.jpg,20,15,2,829365
A cat by a chair and table with a laptop.,chair,cat,laptop,000000146638.jpg,5,2,10,829457
Orange cat bathing itself on a wooden bench,orange,cat,bench,000000411668.jpg,1,2,8,1661
A person with an umbrella is sitting on a bench by a garden.,person,umbrella,bench,000000319458.jpg,2,5,10,4101
A person sitting on a park bench in the rain while holding an umbrella,person,umbrella,bench,000000319458.jpg,2,14,7,4398
A person sitting on a bench holding an umbrella with a gazebo in the background. ,person,umbrella,bench,000000319458.jpg,2,9,6,7638
A person has taken a photograph through the window of a bus,person,bus,window,000000137877.jpg,2,12,9,9206
A person wearing a backpack trying to find a seat on the bus,backpack,person,bus,000000231719.jpg,5,2,13,9771
A man with a dog in his backpack walks down an aisle on a bus,backpack,bus,dog,000000231719.jpg,8,15,5,9921
A person with long hair and a hat sitting on a long bench reading.,person,bench,hat,000000275377.jpg,2,13,8,12174
"A person asleep on a park bench, with an umbrella.",person,umbrella,bench,000000132430.jpg,2,11,7,12179
a person laying on a bench while holding an umbrella,person,umbrella,bench,000000132430.jpg,2,10,6,12932
"A truck, bus, cars, and motorcycle on a city street.",motorcycle,bus,truck,000000283170.jpg,9,4,2,27010
A person sitting on a green park bench while holding a dog by it's neck.,person,bench,dog,000000209731.jpg,2,8,12,35404
"A display of a giraffe, kangaroo, elephant, zebra, deer and other animals.",elephant,giraffe,zebra,000000526534.jpg,9,5,11,62672
a cat laying on the back of a wooden truck bed,bed,cat,truck,000000112951.jpg,11,2,10,75062
A man on a horse with several pack horses and a dog behind a very large flock of sheep on the road,horse,sheep,dog,000000530899.jpg,5,19,12,96597
A man reading a book on a bench with a white dog watching him. ,bench,dog,book,000000576855.jpg,8,12,5,103146
A person holding a surfboard while riding on a bus.,person,surfboard,bus,000000467723.jpg,2,5,11,105833
An orange cat sitting on a cushion on a chair,orange,chair,cat,000000268141.jpg,2,10,3,105927
A person holds a surfboard while riding a bus. ,person,surfboard,bus,000000467723.jpg,2,5,10,110732
The bird is nibbling at the sandwich in the platter while the cat looks on.,cat,sandwich,bird,000000263623.jpg,15,9,2,116062
A person taking a photo on the mirror of  a bus,person,mirror,bus,000000465321.jpg,2,8,11,132198
A bird and a cat sharing food on a plate.,cat,bird,plate,000000263623.jpg,5,2,10,133804
A person sitting on a bench and looking through a book.,person,bench,book,000000428035.jpg,2,6,11,134502
A cat and a bird observing a plate of food.,cat,bird,plate,000000263623.jpg,2,5,8,137410
Three different views of a man riding a horse taken from a car window.,horse,window,car,000000058741.jpg,9,14,13,144351
a person taking a picture in the side mirror of a bus ,person,mirror,bus,000000465321.jpg,2,9,12,147213
Someone opens their car door as a bus drives by. ,door,bus,car,000000330649.jpg,5,8,4,158339
A bus pulls up next to a car with door open.,door,bus,car,000000330649.jpg,10,2,8,159602
A backpack sits next to bench with a plastic cup on it.,backpack,cup,bench,000000574527.jpg,2,10,6,164116
Two wooden benches in a tree filled park with a person sitting at one bench with an umbrella over them.,person,umbrella,bench,000000269847.jpg,11,18,15,167323
a person with an umbrella is sitting on a bench in the park,person,umbrella,bench,000000269847.jpg,2,5,10,182389
An orange cat sitting on a train seat.,orange,cat,train,000000474208.jpg,2,3,7,194476
A dog and man with a hat sitting on a bench.,bench,hat,dog,000000420402.jpg,11,7,2,194971
Orange tabby cat sleeping in the sun on a wood bench.,orange,cat,bench,000000107188.jpg,1,3,11,195283
a cat sleeps on a bus bench out side ,cat,bench,bus,000000107188.jpg,2,7,6,197482
A person sitting on a wooden bench with a book.,person,bench,book,000000078925.jpg,2,7,10,200754
An orange cat laying on top of a wooden bench.,orange,cat,bench,000000107188.jpg,2,3,10,201121
Orange tabby cat sleeping on a wooden outdoor bench.,orange,cat,bench,000000107188.jpg,1,3,9,202492
a person sitting on a bench petting a dog,person,bench,dog,000000420402.jpg,2,6,9,202828
A person is laying on a bench reading a book.,person,bench,book,000000407400.jpg,2,7,10,205333
A suitcase and backpack are on the curb with a bus approaching.,backpack,suitcase,bus,000000559701.jpg,4,2,11,206778
A orange cat stretching on a seat on a bus.,orange,cat,bus,000000474208.jpg,2,3,10,206833
A large white train car made to look like a bus.,train,bus,car,000000190272.jpg,4,11,5,214547
An orange  bus parked in front of a church with a tall clock tower.,orange,clock,bus,000000466547.jpg,2,13,3,215289
a green bench with a light blue suitcase on it and a bottle,bottle,suitcase,bench,000000037024.jpg,13,8,3,216271
a green white and orange bus and a person and two bicycles,orange,person,bus,000000440344.jpg,5,9,6,217319
A baby giraffe being fed by a person holding a baby bottle with milk in it.,bottle,person,giraffe,000000377853.jpg,12,8,3,219174
A giraffe is being fed with a baby bottle by a person.,bottle,person,giraffe,000000377853.jpg,9,12,2,221286
A black book-bag sitting on a bus station bench.  ,bench,bus,book,000000194089.jpg,11,9,3,232520
A side mirror of a car with a bus reflected in it,mirror,bus,car,000000012567.jpg,3,9,6,235617
A rear mirror of a city bus in the back of the car. ,mirror,bus,car,000000012567.jpg,3,7,13,237165
Two zebra under a umbrella beside some giraffe and birds.,giraffe,umbrella,zebra,000000161762.jpg,8,5,2,238376
a person siting on a bench under a tree wit ha backpack,backpack,person,bench,000000319605.jpg,13,2,7,245998
A person in the reflection of a mirror on a bus.,person,mirror,bus,000000207775.jpg,2,8,11,246005
"a motorcycle, car and bus drive through a gate",motorcycle,bus,car,000000218106.jpg,2,6,4,256092
A person and a dog sleep on a bench. ,person,bench,dog,000000440836.jpg,2,9,5,256466
A dog following two sheep in an area fenced off by barbed wire.,bed,sheep,dog,000000331690.jpg,14,5,2,273894
A chair and bed sitting in a bedroom near a window.,chair,bed,window,000000217135.jpg,2,4,11,282792
A  person lying on a park bench listening to headphones and reading a book,person,bench,book,000000144582.jpg,2,7,14,284109
A red car on a road near two giraffe and a zebra.,giraffe,zebra,car,000000181436.jpg,9,12,3,285716
"A girl sitting on a bench, with an umbrella, reading a book.",umbrella,bench,book,000000119953.jpg,10,6,14,288924
A person sitting on a concrete bench with an umbrella.,person,umbrella,bench,000000119953.jpg,2,10,7,292479
An orange and white cat sitting on a wood seat by a bed.,orange,bed,cat,000000262118.jpg,2,13,5,292623
An orange and white cat perches atop a table next to a bed,orange,bed,cat,000000262118.jpg,2,14,5,294468
An orange and white cat sitting on a wooden bench,orange,cat,bench,000000262118.jpg,2,5,10,300684
A big red bus in a mirror of a truck.,mirror,bus,truck,000000397925.jpg,7,4,10,302506
A person and cowboy hat on park bench next to foliage.,person,bench,hat,000000405873.jpg,2,8,5,317909
A person and some umbrella on a street with a bus.,person,umbrella,bus,000000371072.jpg,2,5,11,323287
A dog sitting on a wooden bench next to a person.,person,bench,dog,000000549988.jpg,11,7,2,324121
A person sitting on a wooden bench with a cowboy hat.,person,bench,hat,000000405873.jpg,2,7,11,324470
A person feeds a carrot to a giraffe,carrot,person,giraffe,000000309152.jpg,5,2,8,331308
A white and blue bus in the reflection of a car mirror.,mirror,bus,car,000000547186.jpg,12,5,11,331762
Car side mirror with bus in the reflection.,mirror,bus,car,000000547186.jpg,3,5,1,334156
A transit bus in the reflection of a car mirror as it comes down the road.,mirror,bus,car,000000547186.jpg,10,3,9,337297
A person on a boat looking up at an airplane flying over.,person,boat,airplane,000000301708.jpg,2,5,10,337356
A girl with a hat on fixing her shoe on a bench.,shoe,bench,hat,000000422542.jpg,9,12,5,354315
A person with an umbrella is walking beside a bus.,person,umbrella,bus,000000447065.jpg,2,5,10,355307
A transit bus splashing through a puddle as a person walks by with an umbrella.,person,umbrella,bus,000000447065.jpg,11,16,3,359036
A person is trying to feed a carrot to a giraffe. ,carrot,person,giraffe,000000194161.jpg,8,2,11,366552
Tan and white cat resting on a wooden bench by the bed,bed,cat,bench,000000268227.jpg,12,4,9,366768
View of a train with a person in the window.,person,train,window,000000294426.jpg,7,4,10,366941
A person holds a carrot out for a giraffe.,carrot,person,giraffe,000000194161.jpg,5,2,9,374409
A person's hand holding out a carrot to a giraffe.,carrot,person,giraffe,000000194161.jpg,8,2,11,377148
"A backpack, suitcase and guitar case at a bus stop.",backpack,suitcase,bus,000000038274.jpg,2,4,10,392547
a person sitting on a bench wit ha dog at a beach,person,bench,dog,000000268546.jpg,2,6,9,395266
a person laying on a bench reading a book,person,bench,book,000000144582.jpg,2,6,9,406824
An old man is reading a book on a bench with a dog.,bench,dog,book,000000178971.jpg,10,13,7,410351
A woman on a train turns her head and looks out the window as a school bus is in the distance.,train,bus,window,000000425590.jpg,5,17,13,411917
a person sitting at a bench with a large bird,person,bench,bird,000000135683.jpg,2,6,10,417868
A lady looking out the window of a train at a bus.,train,bus,window,000000425590.jpg,9,12,6,418694
A woman looking out a train window at a yellow bus,train,bus,window,000000425590.jpg,6,11,7,419090
A person sitting in a chair with a horse mask.,horse,chair,person,000000070347.jpg,9,6,2,425534
A bird flying into the mirror on a car. ,mirror,bird,car,000000075496.jpg,6,2,9,432499
A man on a horse herds sheep with a dog on a grassy plain.,horse,sheep,dog,000000017420.jpg,5,8,11,433334
"A cow, a horse and a sheep with some people.",horse,cow,sheep,000000378214.jpg,5,2,8,434644
A bird is attacking its own reflection in a car's side mirror.,mirror,bird,car,000000075496.jpg,13,2,10,436015
A bus is shown in the mirror of a car.,mirror,bus,car,000000075423.jpg,7,2,10,439413
Curious giraffe in animal park investigating a car window.,giraffe,window,car,000000217874.jpg,2,9,8,442267
a white door a window a bench and a brown basket,door,bench,window,000000546070.jpg,3,7,5,443401
in the rear view mirror you can see there is a bus behind the car,mirror,bus,car,000000075423.jpg,5,12,15,447666
There is a person looking out a small open window on the bus.,person,bus,window,000000061182.jpg,4,13,10,450670
there is a man sitting on a bus or train looking out the window,train,bus,window,000000061182.jpg,10,8,14,451612
A cat sitting on a chair in front of a book case.,chair,cat,book,000000390518.jpg,6,2,11,460289
A person looking into a convex mirror on the front of a school bus.,person,mirror,bus,000000137366.jpg,2,8,15,480782
A person on a bicycle standing near a bench by a river.,person,bench,bicycle,000000510313.jpg,2,9,5,482706
A bedroom with a made bed and a laptop computer on a desk with paper work. ,bed,desk,laptop,000000403194.jpg,6,14,9,486642
a person in a white jacket and a dog and some sheep,person,sheep,dog,000000311004.jpg,2,12,9,488130
"A room with a bed, dresser, desk, television and a very wide window.",bed,desk,window,000000403194.jpg,5,9,16,488379
A bed has a white cover and a desk has a laptop in a tidy room.,bed,desk,laptop,000000403194.jpg,2,9,12,489846
A person sits on a bench with legs resting on a nearby suitcase. ,person,suitcase,bench,000000396780.jpg,2,13,6,504302
A sculpture of a person sitting on a bench next to a dog. ,person,bench,dog,000000415280.jpg,5,9,13,506904
A person is seen reclining on a chair with their suitcase. ,chair,person,suitcase,000000396780.jpg,9,2,12,510245
"Two people standing on a sidewalk with a car, bus and city train coming towards them on the road.",train,bus,car,000000445388.jpg,14,11,9,515600
"An intersection in Colorado shows traffic includes train, bus, pedestrian and car",train,bus,car,000000542582.jpg,8,10,14,516106
"A guitar case, suitcase and a backpack sitting on the ground near a bench.",backpack,suitcase,bench,000000038274.jpg,8,5,15,516150
A yellow school bus reflected in a motorcycle mirror.,motorcycle,mirror,bus,000000442154.jpg,8,9,4,528068
"The behind of a brown bear, zebra, and a giraffe. ",bear,giraffe,zebra,000000091797.jpg,6,12,8,530672
Sheep eat from a blue bowl with the sheepdog behind them.,bowl,sheep,dog,000000302661.jpg,6,1,10,532411
"A brown bear, zebra and a tall giraffe.",bear,giraffe,zebra,000000091797.jpg,3,9,5,532607
a dog sits under neath a chair with a person in it ,chair,person,dog,000000006051.jpg,7,10,2,541049
A small bird feeding on food in a plate and knife close to it,bird,knife,plate,000000401392.jpg,3,11,9,543479
A person riding a bicycle on the same street that a bus is travelling on. ,person,bicycle,bus,000000201260.jpg,2,5,12,549915
A piece of broccoli next to a kitchen knife setting on a painted wooden bench with the paint chipping of it.,bench,knife,broccoli,000000430753.jpg,15,9,4,568296
